PLACE ID,nama wisata,KATEGORI,Kota,deskripsi,HARGA,long,lat,gambar,rating,path_gambar
164,Sate Klatak Pak Pong,Wisata Kuliner,Bantul,"Warung sate kambing legendaris di Bantul, Yogyakarta, yang terkenal dengan sate yang ditusuk menggunakan jeruji besi sepeda.",0.0,110.3905995,-7.8680486,https://www.google.com/search?tbm=isch&q=Sate+Klatak+Pak+Pong+wisata+kuliner+Indonesia,4.5,images/Sate Klatak Pak Pong wisata indonesia/Image_1.jpg
165,Seribu Batu Songgo Langit,Wisata Alam,Bantul,"Nama Seribu Batu Songgo Langit memiliki makna tersendiri. Sebelum jadi tempat wisata, di lokasi ini terdapat ratusan bahkan ribuan batu dan pastinya hutan pinus. Songgo langit berarti penyangga langit, hal ini dikarenakan di Seribu Baru Songgo Langit terdapat bukit yang seakan akan merupakan tiang dari langit .Seribu Batu Songgo Langit merupakan tempat wisata di kawasan Dlingo yang menawarkan berbagai macam atraksi wisata, namun kebanyakan adalah spot foto. Spot foto di Seribu Batu hampir semuanya anti mainstream. Anda akan menemui beberapa spot foto dalam empat bagian di tempat wisata ini. Memasuki gerbang Seribu Batu Songgo Langit anda diharuskan untuk menuruni tangga yang terbuat dari kayu untuk mencapai spot pertama. Spot pertama ini menawarkan rumah dongeng seribu kayu. Spot ini berbentuk rumah kecil-kecil yang menyerupai rumah kurcaci dalam dongeng. Terdapat tujuh buah rumah kurcaci yang ditata secara mengerucut sehingga akan menciptakan angle foto yang bagus.",2000.0,110.430919,-7.9310984,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmKWjBh3zoWcN889wFoM08vtzTV5C50CupgNICFLRJ2kg6XNSlThS5pwP7aUm-WIxjUn6hHtjZlND2pvn3k0kSs_bnp3mXa1f0DPYmJPkCu0_nLxazUMrAav5sDwU98az5JR2K=w408-h408-k-no,4.6,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqmKWjBh3zoWcN889wFoM08vtzTV5C50CupgNICFLRJ2kg6XNSlThS5pwP7aUm-WIxjUn6hHtjZlND2pvn3k0kSs_bnp3mXa1f0DPYmJPkCu0_nLxazUMrAav5sDwU98az5JR2K=w408-h408-k-no
166,Watu Goyang Bantul,Wisata Hiburan,Bantul,Objek wisata perbukitan di Bantul yang menawarkan pemandangan sunset dan kota dari atas batu besar yang konon bisa digoyangkan.,5000.0,110.4120656,-7.92706,https://www.google.com/search?tbm=isch&q=Watu+Goyang+Bantul+wisata+tematik+Indonesia,4.5,images/Watu Goyang Bantul wisata indonesia/Image_1.jpg
167,Watu Lumbung,Wisata Alam,Bantul,"Letak Kampung Edukasi Watu Lumbung yang berada di area perbukitan dipenuhi rerimbunan pohon jati, membuat pemandadangan dari tempat ini sangat indah sekali. Watu Lumbung dikonsep oleh M Boy Rifai sebagai tempat yang mengajarkan nilai-nilai edukasi, di mana Boy Rifai telah berhasil menyulap lahan tandus yang dulunya dibiarkan saja, kini menjadi tempat eksotis untuk menikmati malam maupun melihat sunset dan sunrise. Untuk menjaga keasrian di daerah sekitar tempat wisata pengelolah sengaja membangun area ini sebagai kawasan wisata yang selaras dengan alam.",5000.0,110.317778,-7.9924379,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nopwyXnbIzKFWWsWyN6qB7SSv0soIX6HxsNIVghrUTTg8V-wxyM31-C99So9a1ZoaHiL-NfpnImBPo_MY7LkS1ducFEvlQvEVP7Hqdsy_tAC8azlH5B_KpO0op4kYbEG3OGF5kR=w408-h306-k-no,4.3,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nopwyXnbIzKFWWsWyN6qB7SSv0soIX6HxsNIVghrUTTg8V-wxyM31-C99So9a1ZoaHiL-NfpnImBPo_MY7LkS1ducFEvlQvEVP7Hqdsy_tAC8azlH5B_KpO0op4kYbEG3OGF5kR=w408-h306-k-no
168,Alun-Alun Purwokerto,Wisata Hiburan,Banyumas,"Alun-Alun Purwokerto merupakan ruang terbuka publik yang menjadi titik kumpul warga dan wisatawan untuk bersantai, berolahraga, berfoto, dan menikmati suasana pusat kota.",0.0,109.230123,-7.4243879,https://www.google.com/search?tbm=isch&q=Alun-Alun+Purwokerto+alun-alun+Indonesia,4.6,images/Alun-Alun Purwokerto wisata indonesia/Image_1.jpg
169,Gunung Slamet,Wisata Alam,Banyumas,Jawa Tengah (atau juga diakronimkan sebagai Jateng) adalah sebuah wilayah provinsi di Indonesia yang terletak di bagian tengah Pulau Jawa. Ibu kota Provinsi Jawa Tengah berada di Kota Semarang.,25000.0,109.2149699,-7.2414693,https://www.google.com/search?tbm=isch&q=Gunung+Slamet+gunung+Indonesia,4.7,images/Gunung Slamet wisata indonesia/Image_1.jpg
170,Kebun Raya Baturraden,Wisata Alam,Banyumas,Jawa Tengah (atau juga diakronimkan sebagai Jateng) adalah sebuah wilayah provinsi di Indonesia yang terletak di bagian tengah Pulau Jawa. Ibu kota Provinsi Jawa Tengah berada di Kota Semarang.,25000.0,109.2314141,-7.3055119,https://www.google.com/search?tbm=isch&q=Kebun+Raya+Baturraden+wisata+alam+Indonesia,4.5,images/Kebun Raya Baturraden wisata indonesia/Image_1.jpg
171,Alun-Alun Banyuwangi,Wisata Hiburan,Banyuwangi,"Alun-Alun Banyuwangi merupakan ruang terbuka publik yang menjadi titik kumpul warga dan wisatawan untuk bersantai, berolahraga, berfoto, dan menikmati suasana pusat kota.",0.0,114.3759291,-8.2073769,https://www.google.com/search?tbm=isch&q=Alun-Alun+Banyuwangi+alun-alun+Indonesia,4.6,images/Alun-Alun Banyuwangi wisata indonesia/Image_1.jpeg
172,Gunung Ijen,Wisata Alam,Banyuwangi,"Gunung Merapi (2.799 meter dpl) adalah gunung api (istirahat) yang terletak di Jawa Timur, Indonesia. Posisinya berada di dua kabupaten, yaitu Kabupaten Banyuwangi dan Kabupaten Bondowoso.",15000.0,114.2430975,-8.0579332,https://www.google.com/search?tbm=isch&q=Gunung+Ijen+gunung+Indonesia,4.7,images/Gunung Ijen wisata indonesia/Image_1.jpeg
173,Gunung Raung,Wisata Alam,Banyuwangi,"Gunung Raung adalah gunung berapi kerucut yang terletak di ujung timur Pulau Jawa, Indonesia. Secara administratif, kawasan gunung ini termasuk dalam wilayah tiga kabupaten di wilayah Besuki, Jawa Timur, yaitu Banyuwangi, Bondowoso, dan Jember.",20000.0,114.055025,-8.119636,https://www.google.com/search?tbm=isch&q=Gunung+Raung+gunung+Indonesia,4.7,images/Gunung Raung wisata indonesia/Image_1.jpg
174,Kawah Ijen,Wisata Alam,Banyuwangi,"Gunung Ijen adalah sebuah gunung berapi yang terletak di perbatasan Kabupaten Banyuwangi dan Kabupaten Bondowoso, Jawa Timur, Indonesia. Gunung ini memiliki ketinggian 2.386 mdpl.",10000.0,114.2417131,-8.0579203,https://www.google.com/search?tbm=isch&q=Kawah+Ijen+wisata+alam+Indonesia,4.7,images/Kawah Ijen wisata indonesia/Image_1.jpg
175,Pantai Boom,Wisata Alam,Banyuwangi,"Pantai Boom adalah sebuah pantai yang terletak di Kelurahan Kampung Mandar, Kecamatan Banyuwangi, Banyuwangi, Jawa Timur. Pantai ini dulunya merupakan pelabuhan.",10000.0,114.3837475,-8.2067756,https://www.google.com/search?tbm=isch&q=Pantai+Boom+pantai+Indonesia,4.4,images/Pantai Boom wisata indonesia/Image_1.jpg
176,Pantai Plengkung,Wisata Alam,Banyuwangi,"Pantai Plengkung, atau lebih dikenal dengan nama G-Land, adalah pantai yang terletak dalam kawasan Taman Nasional Alas Purwo, Kabupaten Banyuwangi, Jawa Timur. Plengkung dapat dicapai selama setengah hari perjalanan darat dari Bali.",5000.0,114.3494883,-8.7314822,https://www.google.com/search?tbm=isch&q=Pantai+Plengkung+pantai+Indonesia,4.6,images/Pantai Plengkung wisata indonesia/Image_1.jpg
177,Pantai Rajegwesi,Wisata Alam,Banyuwangi,"Pantai Rajegwesi merupakan pantai dengan nuansa alami yang dikenal dengan perahu nelayan, teluk, dan pemandangan pesisir selatan.",5000.0,113.9360312,-8.5594036,https://www.google.com/search?tbm=isch&q=Pantai+Rajegwesi+pantai+Indonesia,4.4,images/Pantai Rajegwesi wisata indonesia/Image_1.jpg
178,Pura Agung Blambangan,Wisata Religi,Banyuwangi,Pura Agung Blambangan merupakan tempat ibadah umat Hindu yang dikenal dengan suasana sakral dan arsitektur khas Bali-Jawa.,0.0,114.3200224,-8.4316781,https://www.google.com/search?tbm=isch&q=Pura+Agung+Blambangan+wisata+religi+Indonesia,4.7,images/Pura Agung Blambangan wisata indonesia/Image_1.jpg
179,Taman Nasional Alas Purwo,Wisata Hiburan,Banyuwangi,"Taman Nasional Alas Purwo (disingkat TN Alas Purwo, Aksara Jawa: ) adalah sebuah taman nasional yang terletak di Kecamatan Tegaldlimo dan Kecamatan Purwoharjo, Kabupaten Banyuwangi, Jawa Timur, Indonesia. Letak taman nasional ini di ujung paling timur dari Pulau Jawa.",15000.0,114.3981629,-8.6135534,https://www.google.com/search?tbm=isch&q=Taman+Nasional+Alas+Purwo+taman+Indonesia,4.7,images/Taman Nasional Alas Purwo wisata indonesia/Image_1.jpg
180,Air Terjun Coban Talun,Wisata Alam,Batu,"Air terjun setinggi 75 meter yang berada di Desa Tulungrejo, Bumiaji, Kota Batu. Dikelilingi oleh hutan pinus, kawasan ini juga memiliki wahana seperti Apache Camp, Pagupon Camp, dan taman bunga tematik.",10000.0,112.5170485,-7.8020389,https://www.google.com/search?tbm=isch&q=Air+Terjun+Coban+Talun+air+terjun+Indonesia,4.4,images/Air Terjun Coban Talun wisata indonesia/Image_1.jpg
181,Alun-Alun Kota Batu,Wisata Hiburan,Batu,"Alun-Alun Kota Batu merupakan ruang terbuka publik yang menjadi titik kumpul warga dan wisatawan untuk bersantai, berolahraga, berfoto, dan menikmati suasana pusat kota.",0.0,112.5251687,-7.8711747,https://www.google.com/search?tbm=isch&q=Alun-Alun+Kota+Batu+alun-alun+Indonesia,4.7,images/Alun-Alun Kota Batu wisata indonesia/Image_1.jpg
182,Batu Love Garden,Wisata Hiburan,Batu,Artikel ini mengenai Pulau Batam. Lihat pula Kota Batam.,60000.0,112.5428658,-7.8638662,https://www.google.com/search?tbm=isch&q=Batu+Love+Garden+wisata+tematik+Indonesia,4.5,images/Batu Love Garden wisata indonesia/Image_1.jpg
183,Batu Night Spectacular,Wisata Hiburan,Batu,"Batu Night Spectacular merupakan taman hiburan malam yang menawarkan wahana permainan, lampion, dan atraksi keluarga di Kota Batu.",40000.0,112.5345322,-7.8964168,https://www.google.com/search?tbm=isch&q=Batu+Night+Spectacular+wahana+keluarga+Indonesia,4.4,images/Batu Night Spectacular wisata indonesia/Image_1.jpg
184,Batu Secret Zoo,Wisata Hiburan,Batu,"Batu Secret Zoo merupakan kebun binatang modern dengan koleksi satwa, area edukasi, dan wahana rekreasi keluarga.",100000.0,112.529164,-7.8881687,https://www.google.com/search?tbm=isch&q=Batu+Secret+Zoo+wahana+keluarga+Indonesia,4.8,images/Batu Secret Zoo wisata indonesia/Image_1.jpg
185,Candi Singosari,Wisata Budaya,Batu,Candi Singosari merupakan candi peninggalan Kerajaan Singhasari yang dikenal dengan nilai sejarah dan arsitektur batu andesit.,10000.0,112.6638852,-7.8877283,https://www.google.com/search?tbm=isch&q=Candi+Singosari+candi+Indonesia,4.6,images/Candi Singosari wisata indonesia/Image_1.jpg
186,Eco Green Park Batu,Wisata Hiburan,Batu,"Jawa Timur (atau juga diakronimkan sebagai Jatim) adalah sebuah wilayah provinsi yang terletak di bagian timur Pulau Jawa, Indonesia. Ibu kotanya adalah Kota Surabaya.",55000.0,112.5267665,-7.8876615,https://www.google.com/search?tbm=isch&q=Eco+Green+Park+Batu+wisata+tematik+Indonesia,4.7,images/Eco Green Park Batu wisata indonesia/Image_1.JPG
187,Goa Pandawa,Wisata Alam,Batu,Objek wisata gua di kawasan perbukitan yang menawarkan pemandangan stalaktit dan stalagmit yang eksotis.,0.0,112.5010005,-7.852614,https://www.google.com/search?tbm=isch&q=Goa+Pandawa+wisata+alam+Indonesia,4.5,images/Goa Pandawa wisata indonesia/Image_1.jpg
188,Museum Angkut,Wisata Budaya,Batu,"Museum Angkut merupakan museum transportasi yang menampilkan koleksi kendaraan klasik dan modern, lengkap dengan zona tematik dan edukasi sejarah otomotif.",100000.0,112.5201389,-7.878829,https://www.google.com/search?tbm=isch&q=Museum+Angkut+museum+Indonesia,4.7,images/Museum Angkut wisata indonesia/Image_1.jpg
189,Selecta,Wisata Budaya,Batu,"Selecta merupakan kawasan rekreasi keluarga di Batu yang dikenal dengan taman bunga, udara sejuk, kolam renang, dan suasana pegunungan.",50000.0,112.5251767,-7.8191784,https://www.google.com/search?tbm=isch&q=Selecta+wisata+edukasi+Indonesia,4.6,images/Selecta wisata indonesia/Image_1.jpg
190,Go! Wet Waterpark Bekasi,Wisata Hiburan,Bekasi,"Go! Wet Waterpark Bekasi merupakan taman rekreasi air yang menawarkan seluncuran, kolam, dan wahana permainan untuk keluarga.",150000.0,107.0505373,-6.2977617,https://www.google.com/search?tbm=isch&q=Go%21+Wet+Waterpark+Bekasi+wahana+keluarga+Indonesia,4.3,images/Go! Wet Waterpark Bekasi wisata indonesia/Image_1.webp
191,Grand Galaxy Park,Wisata Belanja,Bekasi,"Grand Galaxy Park (disingkat GGP) merupakan retail tiga lantai yang berada di dalam kawasan perumahan Grand Galaxy City di Kota Bekasi, Jawa Barat dengan akses yang mudah yaitu melalui Jakarta Outer Ring Road maupun Jalan Tol Jakarta Cikampek, dengan area outdoor yang unik yaitu Alfresco Dining Area dan Festival District dan Function Hall yang terletak di lantai 2.",0.0,106.9722183,-6.2707863,https://www.google.com/search?tbm=isch&q=Grand+Galaxy+Park+mall+Indonesia,4.6,images/Grand Galaxy Park wisata indonesia/Image_1.jpeg
192,Situ Rawa Gede,Wisata Alam,Bekasi,"Situ Rawa Gede merupakan kawasan danau alami yang menawarkan pemandangan tenang, udara sejuk, dan suasana wisata alam.",15000.0,106.9772878,-6.2929281,https://www.google.com/search?tbm=isch&q=Situ+Rawa+Gede+wisata+alam+Indonesia,4.5,images/Situ Rawa Gede wisata indonesia/Image_1.webp
193,Summarecon Mall Bekasi,Wisata Belanja,Bekasi,"Summarecon Mall Bekasi (juga dikenal sebagai SMB) adalah sebuah pusat perbelanjaan dan hiburan di Bekasi, Jawa Barat, Indonesia. Mal ini dibuka pada tanggal 28 Juni 2013 dan memiliki luas retail area lebih dari 80.000 m (perkembangan tahap awal) dengan jumlah penyewa sebanyak 167 pertokoan.",0.0,107.0010731,-6.2259971,https://www.google.com/search?tbm=isch&q=Summarecon+Mall+Bekasi+mall+Indonesia,4.7,images/Summarecon Mall Bekasi wisata indonesia/Image_1.jpg
194,Waterboom Lippo Cikarang,Wisata Hiburan,Bekasi,"PT Lippo Cikarang Tbk adalah sebuah perusahaan properti yang berkantor pusat di Bekasi. Properti utama dari perusahaan ini terletak di Cikarang, Jawa Barat, dengan luas sekitar 3.250 hektar.",100000.0,107.138407,-6.3316066,https://www.google.com/search?tbm=isch&q=Waterboom+Lippo+Cikarang+wahana+keluarga+Indonesia,4.3,images/Waterboom Lippo Cikarang wisata indonesia/Image_1.jpg
195,Alun-Alun Blitar,Wisata Hiburan,Blitar,"Alun-Alun Blitar merupakan ruang terbuka publik yang menjadi titik kumpul warga dan wisatawan untuk bersantai, berolahraga, berfoto, dan menikmati suasana pusat kota.",0.0,112.1651758,-8.0981708,https://www.google.com/search?tbm=isch&q=Alun-Alun+Blitar+alun-alun+Indonesia,4.5,images/Alun-Alun Blitar wisata indonesia/Image_1.jpg
196,Candi Penataran,Wisata Budaya,Blitar,"sCandi Penataran atau nama aslinya adalah Candi Palah adalah sebuah gugusan candi bersifat keagamaan Hindu Siwaitis yang terletak di Desa Penataran, Kecamatan Nglegok, Kabupaten Blitar, Jawa Timur. Candi termegah dan terluas di Jawa Timur ini terletak di lereng barat daya Gunung Kelud, di sebelah utara Blitar, pada ketinggian 450 meter di atas permukaan laut.",10000.0,112.2092511,-8.0161052,https://www.google.com/search?tbm=isch&q=Candi+Penataran+candi+Indonesia,4.7,images/Candi Penataran wisata indonesia/Image_1.jpg
197,Gunung Kelud,Wisata Alam,Blitar,"Gunung Kelud (dalam aksara jawa: a) adalah sebuah gunung berapi di Jawa Timur yang hingga sekarang tergolong aktif. Gunung ini berada di perbatasan antara Kabupaten Kediri, Kabupaten Blitar, dan Kabupaten Malang.",25000.0,112.3052492,-7.9389217,https://www.google.com/search?tbm=isch&q=Gunung+Kelud+gunung+Indonesia,4.7,images/Gunung Kelud wisata indonesia/Image_1.jpg
198,Pantai Tambakrejo,Wisata Alam,Blitar,"Pantai Tambakrejo merupakan pantai yang ramai dikunjungi untuk menikmati laut, kuliner hasil tangkapan, dan suasana pesisir.",10000.0,112.1444142,-8.3159075,https://www.google.com/search?tbm=isch&q=Pantai+Tambakrejo+pantai+Indonesia,4.4,images/Pantai Tambakrejo wisata indonesia/Image_1.jpg
199,Cafe Kopi Nako Bogor,Wisata Kuliner,Bogor,"Kedai kopi berarsitektur industrial modern yang khas dengan dinding didominasi kaca nako. Terletak di Kota Bogor, tempat ini sangat populer sebagai area nongkrong kekinian dengan suasana rindang.",0.0,106.8110497,-6.603747,https://www.google.com/search?tbm=isch&q=Cafe+Kopi+Nako+Bogor+cafe+view+Indonesia,4.6,images/Cafe Kopi Nako Bogor wisata indonesia/Image_1.jpg
200,Curug Nangka,Wisata Alam,Bogor,"Air terjun di lereng Gunung Salak, Bogor, yang dikelilingi hutan hujan tropis dan sering menjadi habitat kera liar.",10000.0,106.7473054,-6.6801229,https://www.google.com/search?tbm=isch&q=Curug+Nangka+wisata+alam+Indonesia,4.3,images/Curug Nangka wisata indonesia/Image_1.jpg
201,Devoyage Bogor,Wisata Alam,Bogor,Tempat wisata kekinian di Bogor yang menawarkan konsep desa bergaya Eropa dengan replika ikon dunia dan sungai buatan.,50000.0,106.7951412,-6.6382298,https://www.google.com/search?tbm=isch&q=Devoyage+Bogor+wisata+alam+Indonesia,3.5,images/Devoyage Bogor wisata indonesia/Image_1.jpg
202,Gereja Katedral Bogor,Wisata Religi,Bogor,"Gereja Katedral Bogor merupakan gereja bersejarah yang dikenal dengan arsitektur khas, suasana khidmat, dan nilai religiusnya.",0.0,106.7931829,-6.5968873,https://www.google.com/search?tbm=isch&q=Gereja+Katedral+Bogor+wisata+religi+Indonesia,4.8,images/Gereja Katedral Bogor wisata indonesia/Image_1.png
203,Gunung Salak,Wisata Alam,Bogor,"Gunung Salak (Aksara Sunda Baku:, merupakan kompleks gunung berapi tua yang terletak di selatan Jakarta, di Pulau Jawa. Kawasan rangkaian gunung ini termasuk ke dalam wilayah Kabupaten Sukabumi dan Kabupaten Bogor, Jawa Barat.",25000.0,106.7385402,-6.7136069,https://www.google.com/search?tbm=isch&q=Gunung+Salak+gunung+Indonesia,4.7,images/Gunung Salak wisata indonesia/Image_1.jpg
204,Istana Bogor,Wisata Budaya,Bogor,"Istana Bogor merupakan kompleks istana kepresidenan yang dikenal dengan arsitektur kolonial, taman luas, dan rusa-rusa yang menjadi ciri khas kawasan.",0.0,106.7975641,-6.5979795,https://www.google.com/search?tbm=isch&q=Istana+Bogor+wisata+kerajaan+Indonesia,4.7,images/Istana Bogor wisata indonesia/Image_1.webp
205,Kawah Ratu,Wisata Alam,Bogor,"Gunung Salak (Aksara Sunda Baku:, merupakan kompleks gunung berapi tua yang terletak di selatan Jakarta, di Pulau Jawa. Kawasan rangkaian gunung ini termasuk ke dalam wilayah Kabupaten Sukabumi dan Kabupaten Bogor, Jawa Barat.",15000.0,106.7128302,-6.7169833,https://www.google.com/search?tbm=isch&q=Kawah+Ratu+wisata+alam+Indonesia,4.6,images/Kawah Ratu wisata indonesia/Image_1.jpg
206,Kebun Raya Bogor,Wisata Budaya,Bogor,"Kebun Raya Bogor merupakan kebun raya bersejarah yang menampilkan koleksi tumbuhan tropis, jalur hijau, dan sarana edukasi botani.",15500.0,106.7994187,-6.5983032,https://www.google.com/search?tbm=isch&q=Kebun+Raya+Bogor+wisata+edukasi+Indonesia,4.7,images/Kebun Raya Bogor wisata indonesia/Image_1.jpg
207,Kebun Tanaman Obat Sari Alam,Wisata Alam,Bogor,"Kebun Tanaman Obat Sari Alam lebih terkenal dengan sebutan wisata pengobatan herbal, karena disana terdapat banyak sekali tanaman yang dijadikan sebagai pengobatan alternative. Kebun Tanaman Obat Sari Alam lebih dikenal oleh orang Bandung dengan sebutan KTO Sari Alam. Lokasi: Jl. Raya Ciwidey bandung km 26 no 8 rt 1 rw 2 kampung Andir, Cukanggenteng, Kec. Pasirjambu, kab Bandung, Jawa Barat 40972",0.0,106.632734,-6.601321,,4.9,images/Kebun Tanaman Obat Sari Alam wisata indonesia/Image_1.jpg
208,Museum Zoologi Bogor,Wisata Budaya,Bogor,Museum Zoologi Bogor merupakan museum yang menyimpan koleksi spesimen fauna dan sarana edukasi tentang keanekaragaman hayati.,15000.0,106.7969138,-6.6035575,https://www.google.com/search?tbm=isch&q=Museum+Zoologi+Bogor+museum+Indonesia,4.6,images/Museum Zoologi Bogor wisata indonesia/Image_1.webp
209,Taman Safari Indonesia Bogor,Wisata Hiburan,Bogor,"Taman Safari Indonesia Bogor merupakan taman safari dan konservasi satwa di kawasan Cisarua, Bogor, yang menggabungkan rekreasi keluarga, edukasi, dan pengalaman melihat satwa dari dekat.",250000.0,106.9519528,-6.7201709,https://www.google.com/search?tbm=isch&q=Taman+Safari+Indonesia+Bogor+kebun+binatang+Indonesia,4.7,images/Taman Safari Indonesia Bogor wisata indonesia/Image_1.webp
210,The Jungle Bogor,Wisata Hiburan,Bogor,"Sekolah Menengah Atas Negeri 4 Bogor atau yang disingkat dengan SMAN 4 Bogor adalah sekolah menengah atas yang berdiri di wilayah Kecamatan Bogor Selatan, Bogor, Jawa Barat, Indonesia.",85000.0,106.7954514,-6.6344256,https://www.google.com/search?tbm=isch&q=The+Jungle+Bogor+wahana+keluarga+Indonesia,4.4,images/The Jungle Bogor wisata indonesia/Image_1.jpg
211,Vihara Dhanagun Bogor,Wisata Religi,Bogor,"Vihara Mahacetya Dhanagun adalah sebuah wihara tempat peribadatan etnis Tionghoa bagi 3 aliran kepercayaan yaitu, Tao, Buddha dan Konghucu. Vihara Hok Tek Bio juga menjadi sebuah cagar budaya di kota Bogor.",0.0,106.7992338,-6.6031623,https://www.google.com/search?tbm=isch&q=Vihara+Dhanagun+Bogor+wisata+religi+Indonesia,4.7,images/Vihara Dhanagun Bogor wisata indonesia/Image_1.jpg
212,Alun-Alun Bojonegoro,Wisata Hiburan,Bojonegoro,"Alun-Alun Bojonegoro merupakan ruang terbuka publik yang menjadi titik kumpul warga dan wisatawan untuk bersantai, berolahraga, berfoto, dan menikmati suasana pusat kota.",0.0,111.8802509,-7.1490935,https://www.google.com/search?tbm=isch&q=Alun-Alun+Bojonegoro+alun-alun+Indonesia,4.6,images/Alun-Alun Bojonegoro wisata indonesia/Image_1.jpg
213,Alun-Alun Bondowoso,Wisata Hiburan,Bondowoso,"Alun-Alun Bondowoso merupakan ruang terbuka publik yang menjadi titik kumpul warga dan wisatawan untuk bersantai, berolahraga, berfoto, dan menikmati suasana pusat kota.",0.0,113.8224604,-7.9131978,https://www.google.com/search?tbm=isch&q=Alun-Alun+Bondowoso+alun-alun+Indonesia,4.5,images/Alun-Alun Bondowoso wisata indonesia/Image_1.jpg
214,Air Terjun Kedung Kayang,Wisata Alam,Boyolali,Terletak di perbatasan Magelang dan Boyolali. Menawarkan panorama air terjun setinggi 40 meter yang dapat dinikmati dari bawah lembah maupun dari gardu pandang atas dengan latar belakang kemegahan Gunung Merapi dan Merbabu.,10000.0,110.3933888,-7.5003922,https://www.google.com/search?tbm=isch&q=Air+Terjun+Kedung+Kayang+air+terjun+Indonesia,4.6,images/Air Terjun Kedung Kayang wisata indonesia/Image_1.jpg
215,Gunung Merbabu,Wisata Alam,Boyolali,"Gunung Merbabu merupakan destinasi pendakian populer yang dikenal dengan jalur savana, panorama pegunungan, dan udara yang sejuk.",25000.0,110.4408198,-7.4524377,https://www.google.com/search?tbm=isch&q=Gunung+Merbabu+gunung+Indonesia,4.8,images/Gunung Merbabu wisata indonesia/Image_1.jpg
216,Taman Nasional Gunung Merbabu,Wisata Alam,Boyolali,Taman Nasional Gunung Merbabu merupakan kawasan konservasi pegunungan yang terkenal dengan jalur pendakian dan pemandangan savana.,15000.0,110.4370164,-7.4405123,https://www.google.com/search?tbm=isch&q=Taman+Nasional+Gunung+Merbabu+wisata+alam+Indonesia,4.8,images/Taman Nasional Gunung Merbabu wisata indonesia/Image_1.jpg
217,Alun-Alun Brebes,Wisata Hiburan,Brebes,"Alun-Alun Brebes merupakan ruang terbuka publik yang menjadi titik kumpul warga dan wisatawan untuk bersantai, berolahraga, berfoto, dan menikmati suasana pusat kota.",0.0,109.0368815,-6.8706354,https://www.google.com/search?tbm=isch&q=Alun-Alun+Brebes+alun-alun+Indonesia,4.4,images/Alun-Alun Brebes wisata indonesia/Image_1.jpg
218,Curug Cikondang,Wisata Alam,Cianjur,"Curug Cikondang adalah air terjun dengan curug dengan aliran yang deras, Curug Cikondang juga memliki julukan Niagara mini versi bumi Parahyangan, hal itu karena bentuknya yang melebar sepanjang 30 meter dengan tinggi mencapai 50 meter.Selain itu di bawah Curug Cikondang juga terdapat beberapa air terjun kecil yang menambah daya tarik dan keindahan panorama tempat wisata ini. Nama Cikondang berasal dari kata Ci yang berarti air dan kondang yang berarti nama sejenis pohon loa atau dalam bahasa latin Ficus subracemosa blume.",10000.0,107.0963162,-7.0175969,https://www.google.com/search?tbm=isch&q=Curug+Cikondang+wisata+alam+Indonesia,4.5,images/Curug Cikondang wisata indonesia/Image_1.jpg
219,Kebun Raya Cibodas,Wisata Budaya,Cianjur,"Kebun Raya Cibodas (aksara Sunda: ) (bahasa Inggris: Cibodas Botanical Garden), terletak di Kompleks Hutan Gunung Gede dan Gunung Pangrango, Desa Cimacan, Cipanas, Cianjur, Jawa Barat. Topografi lapangannya bergelombang dan berbukit-bukit dengan ketinggian kurang lebih 1.300 s.d.",15500.0,107.0079063,-6.7366316,https://www.google.com/search?tbm=isch&q=Kebun+Raya+Cibodas+wisata+edukasi+Indonesia,4.6,images/Kebun Raya Cibodas wisata indonesia/Image_1.webp
220,Lembah Pinus Cianjur,Wisata Alam,Cianjur,"Kecelakaan kereta api (KKA) atau disebut juga peristiwa luar biasa hebat (PLH) adalah segala kejadian pada jalur kereta api yang merupakan gangguan atau membahayakan keamanan perjalanan kereta api atau membahayakan keselamatan orang yang disebabkan oleh karena gerak kereta api yang mengakibat kegagalan operasi kereta api. Sedangkan definisi KKA menurut Komite Nasional kecelakaan transportasi (KNKT), adalah peristiwa atau kejadian pengoperasian sarana transportasi perkeretaapian yang mengakibatkan kerusakan sarana transportasi, korban jiwa, atau kerugian harta benda.",20000.0,107.009978,-6.7161611,https://www.google.com/search?tbm=isch&q=Lembah+Pinus+Cianjur+lembah+Indonesia,4.5,images/Lembah Pinus Cianjur wisata indonesia/Image_1.jpg
